participant,trial,model_name,condition,human_choice,model_choice,prompt,nll
1,5,gpt-5.4,money,W,W,"In the following you will be presented with multiple choices between two options C and W.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press C) or receiving 550$ in one year (press W). You press <<W>>.
You have the choice between receiving 500$ immediately (press C) or receiving 510$ in one year (press W). You press <<C>>.
You have the choice between paying 500$ immediately (press C) or paying 550$ in one year (press W). You press <<C>>.
You have the choice between paying 500$ immediately (press C) or paying 510$ in one year (press W). You press <<C>>.
You have the choice between paying 500$ immediately (press C) or paying 505$ in one year (press W). You press <<C>>.
You have the choice between receiving 5000$ immediately (press C) or receiving 5500$ in one year (press W). You press",
1,6,gpt-5.4,money,C,C,"In the following you will be presented with multiple choices between two options C and W.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press C) or receiving 550$ in one year (press W). You press <<W>>.
You have the choice between receiving 500$ immediately (press C) or receiving 510$ in one year (press W). You press <<C>>.
You have the choice between paying 500$ immediately (press C) or paying 550$ in one year (press W). You press <<C>>.
You have the choice between paying 500$ immediately (press C) or paying 510$ in one year (press W). You press <<C>>.
You have the choice between paying 500$ immediately (press C) or paying 505$ in one year (press W). You press <<C>>.
You have the choice between receiving 5000$ immediately (press C) or receiving 5500$ in one year (press W). You press <<W>>.
You have the choice between receiving 5000$ immediately (press C) or receiving 5100$ in one year (press W). You press",
1,7,gpt-5.4,money,C,W,"In the following you will be presented with multiple choices between two options C and W.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press C) or receiving 550$ in one year (press W). You press <<W>>.
You have the choice between receiving 500$ immediately (press C) or receiving 510$ in one year (press W). You press <<C>>.
You have the choice between paying 500$ immediately (press C) or paying 550$ in one year (press W). You press <<C>>.
You have the choice between paying 500$ immediately (press C) or paying 510$ in one year (press W). You press <<C>>.
You have the choice between paying 500$ immediately (press C) or paying 505$ in one year (press W). You press <<C>>.
You have the choice between receiving 5000$ immediately (press C) or receiving 5500$ in one year (press W). You press <<W>>.
You have the choice between receiving 5000$ immediately (press C) or receiving 5100$ in one year (press W). You press <<C>>.
You have the choice between receiving 500$ in one year (press C) or receiving 550$ in two years (press W). You press",
1,8,gpt-5.4,money,C,W,"In the following you will be presented with multiple choices between two options C and W.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press C) or receiving 550$ in one year (press W). You press <<W>>.
You have the choice between receiving 500$ immediately (press C) or receiving 510$ in one year (press W). You press <<C>>.
You have the choice between paying 500$ immediately (press C) or paying 550$ in one year (press W). You press <<C>>.
You have the choice between paying 500$ immediately (press C) or paying 510$ in one year (press W). You press <<C>>.
You have the choice between paying 500$ immediately (press C) or paying 505$ in one year (press W). You press <<C>>.
You have the choice between receiving 5000$ immediately (press C) or receiving 5500$ in one year (press W). You press <<W>>.
You have the choice between receiving 5000$ immediately (press C) or receiving 5100$ in one year (press W). You press <<C>>.
You have the choice between receiving 500$ in one year (press C) or receiving 550$ in two years (press W). You press <<C>>.
You have the choice between receiving 500$ immediately (press C) or receiving 600$ in two years (press W). You press",
1,9,gpt-5.4,money,C,W,"In the following you will be presented with multiple choices between two options C and W.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press C) or receiving 550$ in one year (press W). You press <<W>>.
You have the choice between receiving 500$ immediately (press C) or receiving 510$ in one year (press W). You press <<C>>.
You have the choice between paying 500$ immediately (press C) or paying 550$ in one year (press W). You press <<C>>.
You have the choice between paying 500$ immediately (press C) or paying 510$ in one year (press W). You press <<C>>.
You have the choice between paying 500$ immediately (press C) or paying 505$ in one year (press W). You press <<C>>.
You have the choice between receiving 5000$ immediately (press C) or receiving 5500$ in one year (press W). You press <<W>>.
You have the choice between receiving 5000$ immediately (press C) or receiving 5100$ in one year (press W). You press <<C>>.
You have the choice between receiving 500$ in one year (press C) or receiving 550$ in two years (press W). You press <<C>>.
You have the choice between receiving 500$ immediately (press C) or receiving 600$ in two years (press W). You press <<C>>.
You have the choice between receiving 500$ immediately (press C) or receiving 550$ in one year (press W). You press",
1,10,gpt-5.4,money,W,C,"In the following you will be presented with multiple choices between two options C and W.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press C) or receiving 550$ in one year (press W). You press <<W>>.
You have the choice between receiving 500$ immediately (press C) or receiving 510$ in one year (press W). You press <<C>>.
You have the choice between paying 500$ immediately (press C) or paying 550$ in one year (press W). You press <<C>>.
You have the choice between paying 500$ immediately (press C) or paying 510$ in one year (press W). You press <<C>>.
You have the choice between paying 500$ immediately (press C) or paying 505$ in one year (press W). You press <<C>>.
You have the choice between receiving 5000$ immediately (press C) or receiving 5500$ in one year (press W). You press <<W>>.
You have the choice between receiving 5000$ immediately (press C) or receiving 5100$ in one year (press W). You press <<C>>.
You have the choice between receiving 500$ in one year (press C) or receiving 550$ in two years (press W). You press <<C>>.
You have the choice between receiving 500$ immediately (press C) or receiving 600$ in two years (press W). You press <<C>>.
You have the choice between receiving 500$ immediately (press C) or receiving 550$ in one year (press W). You press <<C>>.
You have the choice between receive 500$ immediately (press C) or receive 550$ in one year (press W). You press",
2,0,gpt-5.4,money,B,C,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press B) or receiving 550$ in one year (press C). You press",
2,1,gpt-5.4,money,B,B,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press B) or receiving 550$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 600$ in one year (press C). You press",
2,2,gpt-5.4,money,B,C,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press B) or receiving 550$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 600$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 750$ in one year (press C). You press",
2,3,gpt-5.4,money,B,C,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press B) or receiving 550$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 600$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 750$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 550$ in one year (press C). You press",
2,4,gpt-5.4,money,B,C,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press B) or receiving 550$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 600$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 750$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 550$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 510$ in one year (press C). You press",
2,5,gpt-5.4,money,B,B,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press B) or receiving 550$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 600$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 750$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 550$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 510$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 505$ in one year (press C). You press",
2,6,gpt-5.4,money,B,B,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press B) or receiving 550$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 600$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 750$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 550$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 510$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 505$ in one year (press C). You press <<B>>.
You have the choice between receiving 5000$ immediately (press B) or receiving 5500$ in one year (press C). You press",
2,7,gpt-5.4,money,B,B,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press B) or receiving 550$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 600$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 750$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 550$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 510$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 505$ in one year (press C). You press <<B>>.
You have the choice between receiving 5000$ immediately (press B) or receiving 5500$ in one year (press C). You press <<B>>.
You have the choice between receiving 5000$ immediately (press B) or receiving 6000$ in one year (press C). You press",
2,8,gpt-5.4,money,B,B,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press B) or receiving 550$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 600$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 750$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 550$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 510$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 505$ in one year (press C). You press <<B>>.
You have the choice between receiving 5000$ immediately (press B) or receiving 5500$ in one year (press C). You press <<B>>.
You have the choice between receiving 5000$ immediately (press B) or receiving 6000$ in one year (press C). You press <<B>>.
You have the choice between receiving 5000$ immediately (press B) or receiving 7500$ in one year (press C). You press",
2,9,gpt-5.4,money,B,B,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press B) or receiving 550$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 600$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 750$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 550$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 510$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 505$ in one year (press C). You press <<B>>.
You have the choice between receiving 5000$ immediately (press B) or receiving 5500$ in one year (press C). You press <<B>>.
You have the choice between receiving 5000$ immediately (press B) or receiving 6000$ in one year (press C). You press <<B>>.
You have the choice between receiving 5000$ immediately (press B) or receiving 7500$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ in one year (press B) or receiving 750$ in two years (press C). You press",
2,10,gpt-5.4,money,B,B,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press B) or receiving 550$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 600$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 750$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 550$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 510$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 505$ in one year (press C). You press <<B>>.
You have the choice between receiving 5000$ immediately (press B) or receiving 5500$ in one year (press C). You press <<B>>.
You have the choice between receiving 5000$ immediately (press B) or receiving 6000$ in one year (press C). You press <<B>>.
You have the choice between receiving 5000$ immediately (press B) or receiving 7500$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ in one year (press B) or receiving 750$ in two years (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 1000$ in two years (press C). You press",
2,11,gpt-5.4,money,B,B,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press B) or receiving 550$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 600$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 750$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 550$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 510$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 505$ in one year (press C). You press <<B>>.
You have the choice between receiving 5000$ immediately (press B) or receiving 5500$ in one year (press C). You press <<B>>.
You have the choice between receiving 5000$ immediately (press B) or receiving 6000$ in one year (press C). You press <<B>>.
You have the choice between receiving 5000$ immediately (press B) or receiving 7500$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ in one year (press B) or receiving 750$ in two years (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 1000$ in two years (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 750$ in one year (press C). You press",
2,12,gpt-5.4,money,C,B,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press B) or receiving 550$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 600$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 750$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 550$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 510$ in one year (press C). You press <<B>>.
You have the choice between paying 500$ immediately (press B) or paying 505$ in one year (press C). You press <<B>>.
You have the choice between receiving 5000$ immediately (press B) or receiving 5500$ in one year (press C). You press <<B>>.
You have the choice between receiving 5000$ immediately (press B) or receiving 6000$ in one year (press C). You press <<B>>.
You have the choice between receiving 5000$ immediately (press B) or receiving 7500$ in one year (press C). You press <<B>>.
You have the choice between receiving 500$ in one year (press B) or receiving 750$ in two years (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 1000$ in two years (press C). You press <<B>>.
You have the choice between receiving 500$ immediately (press B) or receiving 750$ in one year (press C). You press <<B>>.
You have the choice between receive 500$ immediately (press B) or receive 750$ in one year (press C). You press",
3,0,gpt-5.4,money,R,L,"In the following you will be presented with multiple choices between two options R and L.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press R) or receiving 550$ in one year (press L). You press",
3,1,gpt-5.4,money,L,L,"In the following you will be presented with multiple choices between two options R and L.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press R) or receiving 550$ in one year (press L). You press <<R>>.
You have the choice between receiving 500$ immediately (press R) or receiving 600$ in one year (press L). You press",
3,2,gpt-5.4,money,R,L,"In the following you will be presented with multiple choices between two options R and L.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press R) or receiving 550$ in one year (press L). You press <<R>>.
You have the choice between receiving 500$ immediately (press R) or receiving 600$ in one year (press L). You press <<L>>.
You have the choice between paying 500$ immediately (press R) or paying 550$ in one year (press L). You press",
3,3,gpt-5.4,money,R,L,"In the following you will be presented with multiple choices between two options R and L.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press R) or receiving 550$ in one year (press L). You press <<R>>.
You have the choice between receiving 500$ immediately (press R) or receiving 600$ in one year (press L). You press <<L>>.
You have the choice between paying 500$ immediately (press R) or paying 550$ in one year (press L). You press <<R>>.
You have the choice between paying 500$ immediately (press R) or paying 510$ in one year (press L). You press",
3,4,gpt-5.4,money,R,R,"In the following you will be presented with multiple choices between two options R and L.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press R) or receiving 550$ in one year (press L). You press <<R>>.
You have the choice between receiving 500$ immediately (press R) or receiving 600$ in one year (press L). You press <<L>>.
You have the choice between paying 500$ immediately (press R) or paying 550$ in one year (press L). You press <<R>>.
You have the choice between paying 500$ immediately (press R) or paying 510$ in one year (press L). You press <<R>>.
You have the choice between paying 500$ immediately (press R) or paying 505$ in one year (press L). You press",
3,5,gpt-5.4,money,L,L,"In the following you will be presented with multiple choices between two options R and L.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press R) or receiving 550$ in one year (press L). You press <<R>>.
You have the choice between receiving 500$ immediately (press R) or receiving 600$ in one year (press L). You press <<L>>.
You have the choice between paying 500$ immediately (press R) or paying 550$ in one year (press L). You press <<R>>.
You have the choice between paying 500$ immediately (press R) or paying 510$ in one year (press L). You press <<R>>.
You have the choice between paying 500$ immediately (press R) or paying 505$ in one year (press L). You press <<R>>.
You have the choice between receiving 5000$ immediately (press R) or receiving 5500$ in one year (press L). You press",
3,6,gpt-5.4,money,R,R,"In the following you will be presented with multiple choices between two options R and L.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press R) or receiving 550$ in one year (press L). You press <<R>>.
You have the choice between receiving 500$ immediately (press R) or receiving 600$ in one year (press L). You press <<L>>.
You have the choice between paying 500$ immediately (press R) or paying 550$ in one year (press L). You press <<R>>.
You have the choice between paying 500$ immediately (press R) or paying 510$ in one year (press L). You press <<R>>.
You have the choice between paying 500$ immediately (press R) or paying 505$ in one year (press L). You press <<R>>.
You have the choice between receiving 5000$ immediately (press R) or receiving 5500$ in one year (press L). You press <<L>>.
You have the choice between receiving 5000$ immediately (press R) or receiving 5100$ in one year (press L). You press",
3,7,gpt-5.4,money,R,L,"In the following you will be presented with multiple choices between two options R and L.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press R) or receiving 550$ in one year (press L). You press <<R>>.
You have the choice between receiving 500$ immediately (press R) or receiving 600$ in one year (press L). You press <<L>>.
You have the choice between paying 500$ immediately (press R) or paying 550$ in one year (press L). You press <<R>>.
You have the choice between paying 500$ immediately (press R) or paying 510$ in one year (press L). You press <<R>>.
You have the choice between paying 500$ immediately (press R) or paying 505$ in one year (press L). You press <<R>>.
You have the choice between receiving 5000$ immediately (press R) or receiving 5500$ in one year (press L). You press <<L>>.
You have the choice between receiving 5000$ immediately (press R) or receiving 5100$ in one year (press L). You press <<R>>.
You have the choice between receiving 500$ in one year (press R) or receiving 600$ in two years (press L). You press",
3,8,gpt-5.4,money,R,L,"In the following you will be presented with multiple choices between two options R and L.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500$ immediately (press R) or receiving 550$ in one year (press L). You press <<R>>.
You have the choice between receiving 500$ immediately (press R) or receiving 600$ in one year (press L). You press <<L>>.
You have the choice between paying 500$ immediately (press R) or paying 550$ in one year (press L). You press <<R>>.
You have the choice between paying 500$ immediately (press R) or paying 510$ in one year (press L). You press <<R>>.
You have the choice between paying 500$ immediately (press R) or paying 505$ in one year (press L). You press <<R>>.
You have the choice between receiving 5000$ immediately (press R) or receiving 5500$ in one year (press L). You press <<L>>.
You have the choice between receiving 5000$ immediately (press R) or receiving 5100$ in one year (press L). You press <<R>>.
You have the choice between receiving 500$ in one year (press R) or receiving 600$ in two years (press L). You press <<R>>.
You have the choice between receiving 500$ immediately (press R) or receiving 700$ in two years (press L). You press",
