participant,trial,model_name,condition,human_choice,model_choice,prompt,nll
1,0,Llama-3.3-70B-Instruct,zorbs,W,C,"In the following you will be presented with multiple choices between two options C and W.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press C) or receiving 550 zorbs in one year (press W). You press",5.224149703979492
1,1,Llama-3.3-70B-Instruct,zorbs,C,C,"In the following you will be presented with multiple choices between two options C and W.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press C) or receiving 550 zorbs in one year (press W). You press <<W>>.
You have the choice between receiving 500 zorbs immediately (press C) or receiving 510 zorbs in one year (press W). You press",3.2186455882765586e-06
1,2,Llama-3.3-70B-Instruct,zorbs,C,W,"In the following you will be presented with multiple choices between two options C and W.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press C) or receiving 550 zorbs in one year (press W). You press <<W>>.
You have the choice between receiving 500 zorbs immediately (press C) or receiving 510 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 550 zorbs in one year (press W). You press",5.81548547744751
1,3,Llama-3.3-70B-Instruct,zorbs,C,C,"In the following you will be presented with multiple choices between two options C and W.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press C) or receiving 550 zorbs in one year (press W). You press <<W>>.
You have the choice between receiving 500 zorbs immediately (press C) or receiving 510 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 550 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 510 zorbs in one year (press W). You press",0.001032772590406239
1,4,Llama-3.3-70B-Instruct,zorbs,C,C,"In the following you will be presented with multiple choices between two options C and W.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press C) or receiving 550 zorbs in one year (press W). You press <<W>>.
You have the choice between receiving 500 zorbs immediately (press C) or receiving 510 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 550 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 510 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 505 zorbs in one year (press W). You press",7.152555099310121e-07
1,5,Llama-3.3-70B-Instruct,zorbs,W,W,"In the following you will be presented with multiple choices between two options C and W.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press C) or receiving 550 zorbs in one year (press W). You press <<W>>.
You have the choice between receiving 500 zorbs immediately (press C) or receiving 510 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 550 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 510 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 505 zorbs in one year (press W). You press <<C>>.
You have the choice between receiving 5000 zorbs immediately (press C) or receiving 5500 zorbs in one year (press W). You press",1.1920928244535389e-07
1,6,Llama-3.3-70B-Instruct,zorbs,C,C,"In the following you will be presented with multiple choices between two options C and W.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press C) or receiving 550 zorbs in one year (press W). You press <<W>>.
You have the choice between receiving 500 zorbs immediately (press C) or receiving 510 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 550 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 510 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 505 zorbs in one year (press W). You press <<C>>.
You have the choice between receiving 5000 zorbs immediately (press C) or receiving 5500 zorbs in one year (press W). You press <<W>>.
You have the choice between receiving 5000 zorbs immediately (press C) or receiving 5100 zorbs in one year (press W). You press",2.3841855067985307e-07
1,7,Llama-3.3-70B-Instruct,zorbs,C,W,"In the following you will be presented with multiple choices between two options C and W.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press C) or receiving 550 zorbs in one year (press W). You press <<W>>.
You have the choice between receiving 500 zorbs immediately (press C) or receiving 510 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 550 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 510 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 505 zorbs in one year (press W). You press <<C>>.
You have the choice between receiving 5000 zorbs immediately (press C) or receiving 5500 zorbs in one year (press W). You press <<W>>.
You have the choice between receiving 5000 zorbs immediately (press C) or receiving 5100 zorbs in one year (press W). You press <<C>>.
You have the choice between receiving 500 zorbs in one year (press C) or receiving 550 zorbs in two years (press W). You press",11.625008583068848
1,8,Llama-3.3-70B-Instruct,zorbs,C,W,"In the following you will be presented with multiple choices between two options C and W.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press C) or receiving 550 zorbs in one year (press W). You press <<W>>.
You have the choice between receiving 500 zorbs immediately (press C) or receiving 510 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 550 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 510 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 505 zorbs in one year (press W). You press <<C>>.
You have the choice between receiving 5000 zorbs immediately (press C) or receiving 5500 zorbs in one year (press W). You press <<W>>.
You have the choice between receiving 5000 zorbs immediately (press C) or receiving 5100 zorbs in one year (press W). You press <<C>>.
You have the choice between receiving 500 zorbs in one year (press C) or receiving 550 zorbs in two years (press W). You press <<C>>.
You have the choice between receiving 500 zorbs immediately (press C) or receiving 600 zorbs in two years (press W). You press",14.78125
1,9,Llama-3.3-70B-Instruct,zorbs,C,W,"In the following you will be presented with multiple choices between two options C and W.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press C) or receiving 550 zorbs in one year (press W). You press <<W>>.
You have the choice between receiving 500 zorbs immediately (press C) or receiving 510 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 550 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 510 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 505 zorbs in one year (press W). You press <<C>>.
You have the choice between receiving 5000 zorbs immediately (press C) or receiving 5500 zorbs in one year (press W). You press <<W>>.
You have the choice between receiving 5000 zorbs immediately (press C) or receiving 5100 zorbs in one year (press W). You press <<C>>.
You have the choice between receiving 500 zorbs in one year (press C) or receiving 550 zorbs in two years (press W). You press <<C>>.
You have the choice between receiving 500 zorbs immediately (press C) or receiving 600 zorbs in two years (press W). You press <<C>>.
You have the choice between receiving 500 zorbs immediately (press C) or receiving 550 zorbs in one year (press W). You press",5.068809986114502
1,10,Llama-3.3-70B-Instruct,zorbs,W,C,"In the following you will be presented with multiple choices between two options C and W.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press C) or receiving 550 zorbs in one year (press W). You press <<W>>.
You have the choice between receiving 500 zorbs immediately (press C) or receiving 510 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 550 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 510 zorbs in one year (press W). You press <<C>>.
You have the choice between paying 500 zorbs immediately (press C) or paying 505 zorbs in one year (press W). You press <<C>>.
You have the choice between receiving 5000 zorbs immediately (press C) or receiving 5500 zorbs in one year (press W). You press <<W>>.
You have the choice between receiving 5000 zorbs immediately (press C) or receiving 5100 zorbs in one year (press W). You press <<C>>.
You have the choice between receiving 500 zorbs in one year (press C) or receiving 550 zorbs in two years (press W). You press <<C>>.
You have the choice between receiving 500 zorbs immediately (press C) or receiving 600 zorbs in two years (press W). You press <<C>>.
You have the choice between receiving 500 zorbs immediately (press C) or receiving 550 zorbs in one year (press W). You press <<C>>.
You have the choice between receive 500 zorbs immediately (press C) or receive 550 zorbs in one year (press W). You press",8.343987464904785
2,0,Llama-3.3-70B-Instruct,zorbs,B,B,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press B) or receiving 550 zorbs in one year (press C). You press",0.0002454218047205359
2,1,Llama-3.3-70B-Instruct,zorbs,B,B,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press B) or receiving 550 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 600 zorbs in one year (press C). You press",0.00023779425828251988
2,2,Llama-3.3-70B-Instruct,zorbs,B,B,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press B) or receiving 550 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 600 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 750 zorbs in one year (press C). You press",9.775113539944869e-06
2,3,Llama-3.3-70B-Instruct,zorbs,B,C,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press B) or receiving 550 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 600 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 750 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 550 zorbs in one year (press C). You press",7.781667232513428
2,4,Llama-3.3-70B-Instruct,zorbs,B,B,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press B) or receiving 550 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 600 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 750 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 550 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 510 zorbs in one year (press C). You press",1.1920922133867862e-06
2,5,Llama-3.3-70B-Instruct,zorbs,B,B,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press B) or receiving 550 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 600 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 750 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 550 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 510 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 505 zorbs in one year (press C). You press",-0.0
2,6,Llama-3.3-70B-Instruct,zorbs,B,B,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press B) or receiving 550 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 600 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 750 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 550 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 510 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 505 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 5000 zorbs immediately (press B) or receiving 5500 zorbs in one year (press C). You press",3.576278118089249e-07
2,7,Llama-3.3-70B-Instruct,zorbs,B,B,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press B) or receiving 550 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 600 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 750 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 550 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 510 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 505 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 5000 zorbs immediately (press B) or receiving 5500 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 5000 zorbs immediately (press B) or receiving 6000 zorbs in one year (press C). You press",1.1920928244535389e-07
2,8,Llama-3.3-70B-Instruct,zorbs,B,B,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press B) or receiving 550 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 600 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 750 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 550 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 510 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 505 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 5000 zorbs immediately (press B) or receiving 5500 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 5000 zorbs immediately (press B) or receiving 6000 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 5000 zorbs immediately (press B) or receiving 7500 zorbs in one year (press C). You press",-0.0
2,9,Llama-3.3-70B-Instruct,zorbs,B,C,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press B) or receiving 550 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 600 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 750 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 550 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 510 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 505 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 5000 zorbs immediately (press B) or receiving 5500 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 5000 zorbs immediately (press B) or receiving 6000 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 5000 zorbs immediately (press B) or receiving 7500 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs in one year (press B) or receiving 750 zorbs in two years (press C). You press",1.550844430923462
2,10,Llama-3.3-70B-Instruct,zorbs,B,B,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press B) or receiving 550 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 600 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 750 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 550 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 510 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 505 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 5000 zorbs immediately (press B) or receiving 5500 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 5000 zorbs immediately (press B) or receiving 6000 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 5000 zorbs immediately (press B) or receiving 7500 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs in one year (press B) or receiving 750 zorbs in two years (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 1000 zorbs in two years (press C). You press",-0.0
2,11,Llama-3.3-70B-Instruct,zorbs,B,B,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press B) or receiving 550 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 600 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 750 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 550 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 510 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 505 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 5000 zorbs immediately (press B) or receiving 5500 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 5000 zorbs immediately (press B) or receiving 6000 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 5000 zorbs immediately (press B) or receiving 7500 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs in one year (press B) or receiving 750 zorbs in two years (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 1000 zorbs in two years (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 750 zorbs in one year (press C). You press",-0.0
2,12,Llama-3.3-70B-Instruct,zorbs,C,B,"In the following you will be presented with multiple choices between two options B and C.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press B) or receiving 550 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 600 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 750 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 550 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 510 zorbs in one year (press C). You press <<B>>.
You have the choice between paying 500 zorbs immediately (press B) or paying 505 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 5000 zorbs immediately (press B) or receiving 5500 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 5000 zorbs immediately (press B) or receiving 6000 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 5000 zorbs immediately (press B) or receiving 7500 zorbs in one year (press C). You press <<B>>.
You have the choice between receiving 500 zorbs in one year (press B) or receiving 750 zorbs in two years (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 1000 zorbs in two years (press C). You press <<B>>.
You have the choice between receiving 500 zorbs immediately (press B) or receiving 750 zorbs in one year (press C). You press <<B>>.
You have the choice between receive 500 zorbs immediately (press B) or receive 750 zorbs in one year (press C). You press",20.71875
3,0,Llama-3.3-70B-Instruct,zorbs,R,R,"In the following you will be presented with multiple choices between two options R and L.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press R) or receiving 550 zorbs in one year (press L). You press",0.003953261766582727
3,1,Llama-3.3-70B-Instruct,zorbs,L,R,"In the following you will be presented with multiple choices between two options R and L.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press R) or receiving 550 zorbs in one year (press L). You press <<R>>.
You have the choice between receiving 500 zorbs immediately (press R) or receiving 600 zorbs in one year (press L). You press",6.595118045806885
3,2,Llama-3.3-70B-Instruct,zorbs,R,R,"In the following you will be presented with multiple choices between two options R and L.
Please name which option you would prefer by pressing the corresponding key.

You have the choice between receiving 500 zorbs immediately (press R) or receiving 550 zorbs in one year (press L). You press <<R>>.
You have the choice between receiving 500 zorbs immediately (press R) or receiving 600 zorbs in one year (press L). You press <<L>>.
You have the choice between paying 500 zorbs immediately (press R) or paying 550 zorbs in one year (press L). You press",4.684815212385729e-05
